name_x,nombre_estado,city,name_y,rating,text
Southwok,New York,Glenmont,L. V.E.,4,"Excellent quality food, decent prices.  Does not offer delivery which is disappointing."
New China,North Carolina,Lillington,Justin Josey,5,Best Chinese in town
China Jade,Connecticut,Hartford,Noah so,5,;'
Chin Song Restaurant,North Carolina,Asheboro,Kimberly Seymour,5,Best Chinese food in Asheboro
Jianbing Company,New York,New York,Bogdan Iordachita,5,Do not miss this hidden treasure. The Jiang Bing was absolutely amazing. Must try. The cilantro and 13 sauce combination is absolutely amazing.
China Wok,New Jersey,Westville,Bradley Richards,5,"Always has great food, never had a bad experience."
China Kitchen,New Jersey,Wayne,Rosa Puchalt,5,"(Translated by Google) The cappuccino there is super delicious please come and try this all 🤭 very good😁

(Original)
El capuchino de allí está super delicioso por favor venir a probar esta todo 🤭 muy bueno😁"
A 1 Buffet,New York,Gouverneur,Joy Facey,5,Love the variety. People are nice
Qing Feng Chinese Restaurant,New Jersey,Linden,Angelo,2,Very small variety of food
The East Asian Cuisine,Massachusetts,Great Barrington,Christopher Tatro,5,"By far this is my favorite Chinese restaurant oin the town of Great Barrington. Wide open space and plenty of seating. Can get crowded but overall never too bad. Parking is never an issue. And the selection of food, drink, and sushi is awesome. Tom Yum soup is normally my go-to appetizer and pork moo shu is the main course. The plum sauce is delicious.

The other dish I highly recommend is the Singapore  Mei Fun. Can be a little on the spice side but the portions are out of this world and you can't beat the taste."
Panda Cafe,Virginia,Fairfax,Mike Hershkovitz,4,Good food. I wish the Lo Mein was better.
Dragon Wok Chinese Restaurant,North Carolina,High Point,Joel Johnson,3,"Dragon Wok offers a lunch buffet at a reasonable price.  It's not the best Chinese food I've ever had, but it's not horrible, either.  Drink refills require you wait at the counter for someone to fill the drink for you."
Gold Coin,New York,Slingerlands,C4-Ranchworx,5,We love to take the ride from Colonie for delicious Chinese food with a lovely atmosphere and wonderful staff.
Wai Wai House,Rhode Island,Cranston,Manny Medeiros,3,Average
New Great Wall,Delaware,Bear,N. Atsidis,1,Very rude counter person especially for American Style Chinese
Beijing Restaurant,Connecticut,Fairfield,Michael Jara,5,I've lived in the area for 20 years and it wasn't until last year that I ordered from this gem of a place. I was going to China Wok up until last year due to how they changed their recipes. Beijing has good portions and good prices all around!
Dynasty,New York,Queens,Vivian Fiscaletti,4,"Kind people realty good food, COVID  conscious."
China Kitchen,New Jersey,Wayne,Dean,2,"This Chinese restaurant has gone down in quality and service over the years. It used to be pretty decent, but my most recent visit will be my last. I dined in and it was like they don't even care about you as a customer. The TV was on a children's show extremely loud, and the workers kids were sitting next to me watching it. Akward, but if it couldn't get worse next thing I know the whole family was having a meal served very different from what I was given (nice bowls and silverware). I found this very rude.
It's disappointing because the setting would be nice if they'd keep up with it. The table was sticky and gross. 2 stars because food wasn't terrible. I don't recommend though."
China King Restaurant,New York,East Amherst,Bryan Barish,3,Food was so so.
Hong Kong Restaurant,North Carolina,Oxford,Alexandra Vanteger,4,Fast and tasty
Hunan Heritage,Virginia,Annandale,M O,4,Great food and quick
Key Wok,Maryland,Baltimore,Rebecca Swarthout,2,"Diappointed.  The food wasn't fresh.  The fried rice tasted reheated, cold and came out in one massive hard block.  General Tso's wasn't crisp, it was mushy.  The only decent edible item was the egg roll.  I'll stick to our usual Dai Kim food next time."
Feng Ye,Massachusetts,Westfield,Johnny Forgey,4,Food is great. Staff is extremely friendly. Building is very old. The inside can use some work if they want to bring in guests to dine in. Would have given 5 stars but absolutely no parking. Unless you are the only customer in the restaurant plain on parking across the street.
Top Taco & Top China,New York,Brooklyn,Egiiptian Remy,2,Chicken&Broccli tasted So PLAIN!! Small portion took 45 mins to Deliver not the (first time) gave it Another try food Was NOT HOTT! N they charge For charge for EVERY NIC N CRANNY  seriously Definitely wanted my money back oh yeah  n the driver Took out his own tip TF
Mei Wei Restaurant,New York,Holbrook,KENNETH ASH,5,"Best local Chinese in town, hard working family"
Panda Express,Maryland,Capitol Heights,Ronnie Taylor,5,"staff created me when I came to counter,food was perfect,no mistakes ,last time I was in Memphis ,and they we're not as nice ,I will visit again"
Best Food in Town,New Jersey,Mays Landing,dmilco1,5,"This place is great. Best around. Buffet is small but packs a punch, all ways hot and fresh. Staff is friendly. BBQ spare ribs are my number 1"
Tin Drum Asian Kitchen - Colony Square,Georgia,Atlanta,Doug Wood,3,"The food is decent, though the portions are a bit small. The Pad Thai is my go to selection.
They are VERY slow though. I suggest ordering online to improve the wait time. Otherwise, expect to wait about 15 minutes for your order to be filled."
Panda,New York,Bronx,Alaine I,4,super fast delivery. But if you order late u might get less chicken on your order...
Mr Sze Chinese Restaurant,Georgia,Bloomingdale,Thomas Daniel,5,Always good plus the free massage
Yang's Kitchen,New York,Kerhonkson,Lorraine Kennedy,5,Very kind and always smiling
China Gourmet Takeout,South Carolina,Goose Creek,Stephanie Pilger,1,"Dear China Gourmet.... I just spent the last 30 MINUTES sitting in your restaurant waiting for my food that was sitting in the counter waiting on me! I placed an online order on my way home after working a 13 hour shift to get there and have to wait because of your incompetent girl working the counter. I told her that I had placed an online order and told her my name and she told me it would be ready shortly. It wasn't until after another customer's food came up that ordered after me dod she check the bags for mine. By the way, my food was cold when I got home, so thanks for that as well! Never again will me, my friends or family eat at your establishment. You are officially blacklisted!!!"
Hong Kong,South Carolina,Chester,Merredith Brawley,5,The best chickens wings and house special soup in Chester
Lam's Garden,North Carolina,Greenville,2018 Newly,3,"I won't be ordering from this restaurant again because delivered foods was not as tasty as I thought it would be. I order steamed dumplings because China King steamed dumpling are so delicious, so I thought I would try steamed dumplings from another restaurant to see if theirs good as China King. My answer is no because Lam's steamed dumpling were too doughy and big while China King steamed dumplings are thin and delightful every bits. I will keep ordering from China King until a chinese restaurant can beat them. Lam's Garden your foods was okay because I did order the healthy chicken with veggies. That was very delicious to me but still it is not worth or enough for me to order from you again. Check the pictures out of my doughy steamed dumplings and check out the pictures from China King steamed dumplings, a complete difference. There was white with the steamed chicken and veggies which was tasty eating along with the chicken and veggies. Also there's sauce with the chicken and veggies as well which has no taste at all. I still used it on the chicken and veggie dinner. Here's a complete order that I order from Lam's Garden"
Happy Garden,New York,Brooklyn,Juan Iuis Guayllasaca,5,Very good
Orchid Garden Restaurant,North Carolina,Fayetteville,Corryn Thompson,5,The kinda food that makes you wanna take a nap after
Ming Moon,New York,Wurtsboro,Michel Alonzo Rapozo,5,Good Chinese food..
Jasmine Buffet,South Carolina,Columbia,Victor Snell,5,Very clean atmosphere friendly staff 😃😃 😃👌🏾
China Moon,New Jersey,Roselle,T A,4,They give alot of food at affordable prices and it tastes delicious!
Four Four South Village,New York,Queens,Sophia Calderone,4,"Comforting soups with great chewy noodles and a soup base that reads like a clean tasting younger sibling of a richer broth. Maybe a dollar or two higher than it could be but in Manhattan it'd be priced aight and no one would bat an eye. Satisfying portion. Lacks the pretentiousness of manhattan. Great for giving yourself a space to feel safe with some soup.

If you like cozy unassuming places. Low-key comfort food. And feel like a weary traveller. I think you'll find a sense of safety and comfort in eating here. I definitely can see myself coming back here if I was in the area to try some of their other dishes."
Hong Kong Chinese Restaurant,South Carolina,Little River,Minister Milisa Fenlator,4,"Friendly staff, clean restaurant"
108 Food Dried Hot Pot,New York,New York,Niki Marie,5,"I went for the first time two days ago and it was AMAZING the ladies behind the counter were so so sweet and helpful and helped me make my first ""Dried Hot Pot"". Can I say it WAS AMAZING!!!!!! Totally my New Favorite Food Spot"
El Palacio,Florida,Kissimmee,Jennifer Franklin,5,Oh my word! Everything was so good! Protein heaven!! Definitely will be back!
Chan's Garden,New Jersey,Lindenwold,Monte Hindsman,5,Excellent food i was not expecting but excellent not greasy at all
Peking Wok Chinese Restaurant,New Jersey,Mt Laurel Township,Scott Cop,5,"Good prices, great atmosphere, better customer services, and delicious food"
New China Wok,New York,Macedon,Christopher,4,Very fast!! Good is ready quick.
Takara,New York,Albany,Max Heller,5,"Always a great place to go! They have great dumplings and sushi. It's rarely crowded, but if it is there are fish tanks with interesting fish in them to watch."
P.F. Chang's,North Carolina,Durham,Rafael Bustamante,5,Great place to have a drink
Xian Noodle Factory,Connecticut,West Hartford,Silvia Ambrosy,4,Great clean friendly pleace
China Wok,Massachusetts,Wilmington,Jim T,5,Great service
Beijing Cafe,Maryland,Bowie,Mark Cunningham,4,Take out. Lomein mix was very good.
New Double Happiness,New York,Brooklyn,Liv Dillon,5,"This place has the tastiest dim sum we have had in South Brooklyn and we have been to maybe 8 different well regarded places.  It seems to have low reviews from folks who walk in looking for American Chinese food (you are not going to find that here).

We went for Dim Sum (breakfast/brunch).  The food was super fresh and though the place is small new varieties kept coming out.  We had a fried spring roll in rice roll that might be the best single dim sum dish I’ve ever had.  The chicken feet (not the orange ones) were the best I’ve had anywhere.

Here is what you need to prepare yourself for if you don’t speak Chinese. 1. They don’t speak English (get over it and just point as they wheel by food for morning/early afternoon dim sum) most dishes are $4 or $5 with the “specials” being $7.  2. You are going to have to sit with some people who don’t speak English unless you come with a part of 8. 3. It’s a bit dingy inside, but the food is totally worth it.  Definitely replacing Choi Fook as my go-to local dim sum place."
El Palacio Buffet,Florida,Orlando,Anatolie Bostan,5,A decent buffet. Cheap and tasty. Try their ox tail.
Mon Kou Restaurant,Massachusetts,Attleboro,Wendy Morse,5,Love it there.
Cheng Chen Chinese Restaurant,New Jersey,East Windsor,Diane Bongo,5,Delishious food much better than several years ago
Capital Buffet,New York,Albany,Sarah Stewart,4,Long isles of Asian Cuisine. Great food. Good service. Even has pizza. Desert bar.
China Wok,Florida,Naples,Sonya Koch,4,Fast good cheap
Chef King Henrietta,New York,Rochester,Derrick Agins,5,"Have never been disappointed when ordering from here. Cheap food that tastes good. It is not authentic but, is definitely above average when it comes to American-Chinese food. Since we are in an area where chinese food is normally a toss up as to whether or not it will be ok or terrible it is nice to have a place that consistently delivers good results.

Food:    (3) - Very good my favorite chinese delivery joint
Decor:   (2) - Standard, nothing special
Service: (3) - Great, they are fast, friendly, and are understanding if they have to wait a bit, I know from personal experience.

Pro tip: If you want a great meal to split between 3 people get the ""5 Stars Around the Moon"". It comes with 5 fantail shrimp (battered and fried), 1 chicken (large chicken breast that has been battered and fried) white rice and a dish that has veggies and just about every meat they offer in a tasty brown sauce. Tons of food for only $14 bucks."
A Hibachi,Virginia,Petersburg,Patricia West,5,Food is seasoned very well and it's a clean restaurant the cashier was right there to take my order. I will be back again.
P.F. Chang's,Rhode Island,Providence,cesar onasy,5,"(Translated by Google) They give very good service, and above all they use fresh products

(Original)
Dan muy buen servicio, y sobretodo usan productos fresco"
Chen Yang Li,New Hampshire,Bow,Jennifer Mayo,5,"Their food has seriously become the best around. Hands down the best Chinese chicken fingers you can find anywhere, and their sushi is actually great too! If you remember this place from years ago as a dirty, greasy run-down with average if not sketchy food, give it another chance; you'll be glad you did."
china 1,South Carolina,Ware Shoals,Jacob and NeShanna Skaggs,4,Good quick food
Top's China,Virginia,Arlington,Allen Sieracki,5,Recently ordered several dishes and was pleasantly surprised.  Good American style Chinese food.  Much better than when I tried some years ago.
Peking Garden,New York,Brooklyn,Angel Quiles,1,1 hour and 45 minutes waiting for delivery  after the long wait.  No condiments not even napkins the food was cold. Never in a million years will buy anything from this place.
China One,Georgia,Lincolnton,Holly Woodis,5,Love the lunch buffet!
New Lucky Star,New York,Queens,Jeffrey Golding,5,Decent
Beijing Restaurant,Maryland,Waldorf,Jan Shelton Chambers,4,Good food
Main Li Chow,New Jersey,Passaic,Cantor Menachem Bazian,5,Nice place. Great food
Chinatown,Florida,Boynton Beach,Dan Nadel,4,"Good food and good prices.  Like the fact that you can see right into the kitchen.  Its nothing fancy, but good food trumps ambiance for a take out place for me."
Hunachina Chinese Restaurant,New Jersey,Lincoln Park,J Lezama,2,Bleh. Cheap food I guess you get what you pay for. It's kind of hard to give a chinese place a 2 star review don't you think? They have a rude attitude.
Peking House,New York,Levittown,Jaclyn Pringle,5,My absolute favorite Chinese food in the area.... And there's a lot of them!
Little Chopstick,Connecticut,Shelton,Ewelina Kuklik,5,"Ordered the lunch Singapore Mei Fun noodles. Food was ready when they said it would be, friendly service, it was good tasting and good price. My first time here and I will definitely be back. (Pic of noodles posted as well)"
El Palacio Buffet,Florida,Orlando,Ron B,4,"(Translated by Google) The place is clean, the price is very affordable, the local staff is very friendly, there are a variety of foods. For occasions where you have a fierce hunger, you will like this place.

(Original)
El lugar es limpio, el precio es muy asequible, el personal del local es muy amable, hay variedad de alimentos. Para ocaciones en las que llevas un hambre feroz este lugar te gustará."
China Garden,New York,Central Islip,Hassan Jackson,3,Same food same type of fast food Chinese takeout place
Peking Tokyo Asian Cuisine,South Carolina,Fort Mill,Sujatha Mahendran,4,We ordered takeout and used door dash. Food was delivered quickly and tasted great! Good portion sizes- worth a try if you’re looking for a local Chinese/ Japanese place. My kids enjoyed the dumplings and noodles.
Crystal Kitchen Chinese Restaurant,Virginia,Lexington,Diane Sibold,4,"Good food ~ just wish they would do some cleaning. I've been here many times but never needed to use the restroom until my last visit. It was dirty! No soap or paper towels at the sink. Nothing a little effort, soap and water couldn't fix."
China Garden,New York,Mahopac,Young Lee,4,Good
Hong Kong Garden,New Jersey,Somerville,Dominique Graham,5,"Sesame chicken is a must have.. shrimp and broccoli combo too!! Oh yea, and the wonton soup...just go here for yourself!"
Lin’s Kitchen,Connecticut,Orange,Felipe Kasinsky,5,This place is incredible. Every single dish is made to perfection as flavors explode in your mouth
Buddakan,New York,New York,Aaron R,5,"What an outstanding place to eat drink and be merry.
Hurricane.media dinner was phenomenal.
The veggie entrees that I had were delish."
Chef Ho's,Rhode Island,Providence,Higgi Moms,4,"This is my whole family's favorite Chinese restaurant. We can always agree to eat at Chef Ho's! The food is always made with amazingly fresh ingredients and everything we have tried has been delicious. The service is quick and it is rarely overly crowded, we have never encountered a wait time. The atmosphere is pleasant and inviting for the whole family including the toddler. The staff is always very accomodating and make sure to take good care of all of our wants and needs for our meal. The only thing holding me back from a 5 star rating is the lack of handicap accessibility. It seems to be a very common problem in some of the older areas of town but it can be as simple as storing a folding store bought ramp for your handicapped patrons. We are fortunate that our family member is able to step up the 1 step to gain entry into the building however full time wheelchair users will not have the same opportunity.
Overall a great experience with delicious food and friendly staff."
Hong Kong Kitchen Chinese Restaurant,Virginia,Richmond,Arthur Bea,4,Great food
Mandarin Cafe,Georgia,Kennesaw,casey burchell,2,"The food isn't terrible but they typically only get half of your order right there's almost always something missing, you're much better off going a couple blocks down to Lucky China"
Hot Kitchen,New York,New York,Z L,5,4.5 star
"Koi Asian Fusion Lounge (25 Brick Blvd, Brick Location, NJ)",New Jersey,Brick Township,OOps -D,4,"I loved The Sushi and the foods great but if you never had sushi before the ""Sweet 16"" is the way to go!"
China House,Florida,Fort Meade,kirishima,5,Good
Taste Good Chinese Restaurant Niagara Falls,New York,Niagara Falls,Michael Schmid,1,"Two staff members started to take my order, told me to wait, then went and did something else. Very rude, kitchen was very unclean.
Walked out.
Wouldn't even give one star"
Shanghai Chinese Food and Bar,Georgia,Roswell,Suzanne C,2,"I hope they can get it together because the concept is fun, but the lobster was so not good.  Dry, stringy, not cracked and way overpriced for that.  The wait staff was fine except when I mentioned the poor quality of the lobster, they only offered an vague apology. $57 for one very sub par meal.  They don't know me so they may have thought I was trying to get some free seafood!  With the words ""street food"" in their name, I would have thought the items would be a little better priced.  Oh well... I did like the charging stations at the bar!"
Lung Sing,New York,Queens,Antonia Hernández,4,"(Translated by Google) Good food

(Original)
Buena la comida"
Forbidden City Express,Virginia,McLean,May Saffar,5,"The best chicken leMain and broccoli crispy beef ever! This place is one hidden gem in McLean that I discovered a couple of years ago and now my son also loves it.
Look no further for great Chinese take out. Forbidden City is the best in this area. I am serious !"
China Wok,Virginia,Clifton Forge,Ms T May Johnson,4,"The food was awesome however I was there during the tail end of this COVID mess and you have no choice but to pass through this tiny 4 by 4 entrance where you are stopped in a very high volume of shared traffic to either pay for or pick up your food if not also order. Everyone otherwise waits outside or in a chair in this 4 by 4 entrance way. And the whole restaurant is entirely blocked off including the bathrooms.
Most sensible places block off their register ordering counter with 6 feet of furniture & use a reaching basket or container to pass money and orders when possible.... This place is designed for no 1 else but managers & employees doing little for you if you are the general populace."
China King Restaurant V,Virginia,Falls Church,Aitak Mosavian,5,Delicious and affordable ♡
Noodle Box,Virginia,Alexandria,Emily Perrottet (Emily),1,"Ugh horrible. Stay away! We ordered on Uber eats. The food was inedible, flavorless, and covered in charred minced garlic. We thew the majority of it away. I wish I could go back in time and not order from here. One dish we ordered was the broccoli lovers dish, which we added shrimp and veggies to, making it $16. The shrimp were miniature shrimp that tasted frozen, and the vegetables were 4 pieces of green beans added to the dish. It tasted only of the frozen shrimp and burnt garlic, nothing else. The pad Thai box was soggy and slimy. The spring rolls were all roll and very little filling. We had 2 orders of them. We ate them because we were starving and our meals were literally not edible. We are now hungry and $50 poorer."
El Palacio,Florida,Kissimmee,Keiry F,4,"(Translated by Google) One of the best places to have a meal with the flavors of the Caribbean at an affordable price

(Original)
De los mejores sitios para tener una comida con los sabores del caribe a precio asequible"
Capital Buffet,New York,Albany,Zekia Cappy12,5,Love all the Seafood at this place!!
Main Moon Chinese Restaurant,Georgia,Stone Mountain,Marie V,3,"The food is fabulous. If you like NYC style chinese food, then this is one of few. 4 star for the taste & quality of food. While the food is good the customer service is not that great. I would give them a 2 star for that. So if you can put up with not great customer service but have good NYC chinese food, then visit it."
China Wok,Florida,New Port Richey,Kim Wilson,4,"Consistantly Good
This is one of the few places where you can get shrimp toast. The hot and sour soup is always great and my husband loves the egg drop. I don't care for the egg rolls because they are more doughy with not enough filling. The crab Rangoon is perfect and I like the fried rice that you get with the combo meal. The wings are good and the breading has a bit of a sweet flavor. I get the cashew chicken and have them put all white meat and add spice and my husband gets the general tso chicken that has a light breading in a sweet sauce. I usually have them add extra veggies to that dish."
Ming Garden Chinese Restaurant,New Jersey,Cherry Hill,Michael Nelson,2,Cold food
Genghis Grill,Florida,Brandon,Joanne Johnson,5,"Love the customized bowls that I can create for them to cook for me.  Choices of protein are plentiful and delicious!  I don't have any, but am impressed they ask and have consideration for any food allergies."
"Shanghai Buffet Restaurant in Ocean city,MD",Maryland,Ocean City,Nina Ford,3,"Well, they have wonderful food there, but the price is kind of high for a buffet."
Imperial Wok Chinese Restaurant,Connecticut,New Britain,Richard DeMerchant Jr,4,The food is very tasty. I have always recieved great service and great food from here. Delivery time is very reasonable.
New Orient Buffet & Grill,Maryland,Cumberland,Pam Hardinger,2,It's the same food all the time. It was not hot food. I worried about that as far as safety.
Foo Chow Restaurant,New York,Greene,Brian Mirra,5,"Excellent food, great prices. Fast service."
China City,Florida,Pembroke Pines,Danielle DeGroat,5,Great food!
Best China,North Carolina,Matthews,Andrew Hyatt,2,Service has went down hill fast in the past few months.
China Inn Restaurant,Maine,Lisbon,Devin Wordell,3,Didn't make me sick.
Panda,New York,Bronx,The Raikage,5,Pretty good shrimp and broccoli
Di Di,New York,Brooklyn,Stuart Blumenstein,2,"I only had an egg roll  that  wasn't  fried  enough  , pale  in color  and still cold  inside if they can't  cook that right  ,i can  only imagine  how  everthing  else  is"
Hot Wok,Florida,Ormond Beach,mike allen,4,Good.  What you would expect from a Chinese restaurant
Dragon Palace,New Jersey,Edison,Artemio Villa,5,"It's a very, very good food, I'm there every week, I really recommend it, thanks!"
Sun Rise House,Connecticut,North Haven,Sherri T,4,Delicious fast food & good portions. Employees were nice.
Yummy Kitchen,Rhode Island,Warwick,Kim Ward,2,"Food was good, very small area to eat in but cluttered with personal belongings."
China Station,New Hampshire,Lebanon,Amanda Potter,2,"This used to be my favorite Chinese in the Upper Valley. The Chinese here is nothing compared to MA Chinese, but this place was the closest. Now they're never really open and the quality of the food has gone down hill. I happened to drive by today because they were open! So I ordered the usual for the family. The Crab Rangoon had barely any stuffing, it was all wonton. The GT chicken was mostly all breading with little chicken. Such a disappointment. This was my favorite place! I'm assuming they're trying to make up for food costs and decrease in business time, but this is a great way to drive the regular customer base away. It also seems they're more interested in advertising their kids restaurant in Hanover called Noodle station. I went to try it one day when they were closed and was also not impressed. High prices and the food was not impressive at all... I really have to leave them a bad review when I've been going to the place for so long, but the quality has just gone down so much something had to be said. I probably won't be going anymore and will steer my business to Peking Tokyo, their food is good and they're the only place around that delivers."
Yuen's Chinese Food Carryout,Maryland,Baltimore,Steven Jones,5,Great food  However it can stand some work on the building.
Fortune House Chinese Restaurant,Georgia,St Simons Island,Jacob Westberry,4,"Great Chinese buffet.  Alot of choices, very friendly staff and very clean place. Highly recommend visiting when on saint Simon's island ga"
Yummy Yummy Chinese Restaurant,Connecticut,Hartford,Kidanies Narvaez,5,"The best i was impressed safe, service and the fresh ness and taste and how hot  the food was is the everything for me."
El Palacio Buffet,Florida,Orlando,barry pena,4,Good food at a decent price..
China Buffet,North Carolina,Hendersonville,Big Daddy,2,"Service was great but the food was awful, I did a carry out."
Hot Wok,Florida,Ormond Beach,karl kissner,5,Fresh well prepared food
Panda Express,Georgia,Milledgeville,Billy Lee,4,"Had to wait in a long line to get this food, everyone was happy to wait."
P.F. Chang's,North Carolina,Durham,Amelia Alexander,2,"The food was disappointing, especially for the price."
China Top,Florida,Ocala,Reponzal Lofton,5,Like there lunch specials
Jack Chen's Restaurant,Massachusetts,East Longmeadow,Atreyu Anastasi,4,"Best cheap Chinese in East longmeadow. Delivery is fast, prices are decent, food is great. Exactly what you'd expect, but in a good way."
Grand Asia Market,North Carolina,Raleigh,Jim Shields,4,Great selection of products. Excellent steamed buns. Nice staff.
New Fortune Restaurant,New Jersey,Manville,Cynn Linden,5,"After 6 years food is still good.
Past month to much oil and not so fresh..
I won't be ordering till next month to get my tummy feeling better."
Hong Kong Restaurant,North Carolina,Oxford,Jeff Broge,4,Ordered general tso's chicken. was alittle crispy. But was still good. Price is reasonable too.
Big Wok II,South Carolina,Rock Hill,Francisco Lopez,5,Fairly priced and the food is good. I am a HUGE fan of their teriyaki chicken.
Mr Teriyaki LLC,South Carolina,Sumter,Adrienne Sexton,3,"Used to be my favorite chinese food spot in town, however the last year or two they have went downhill. Still good food except they no longer out everything in the rice like they used to and it's hit or miss on getting old or fresh rice"
Happy Garden Chinese Restaurant,North Carolina,Valdese,Alicia Walton,5,Love their teriyaki chicken and sweet carrots. Always good fresh food and the wait isn't to long.
Bo Bo Kitchen,New York,Roslyn Heights,Ruth Berg,5,This restaurant offers fantastic service as well as tasty menu. The best spot around here. The food came out quickly and the rates are reasonable. Recommended.
New Good Taste,New York,Jamaica,Luis Matos,5,The food and service has been very good.
John Goodtime,Massachusetts,Brockton,Nicole . Shirley - Ahanon,4,Very good curried chicken and chicken chop suey....Also very pleasant delivery man.....
Jiang's Chinese Restaurant,New Jersey,Pomona,Heidi Thompson,4,OMG...The food is great..a must try..❤
Ming Moon,New York,Wurtsboro,Rachel S,5,"This is my favorite Chinese food place, I've been to more than a dozen and the food here is always exceptional! I've never had egg rolls anywhere that compare to the ones you get here, perfection."
East Wok Chinese Restaurant,New York,Clifton Park,Melissa Mcnair,5,"Great food, great prices, fast service, and very friendly staff A+"
China Taste,Georgia,Duluth,David Tharpe,5,Good food
Dandelion,Georgia,Cumming,Jonathan Haggas,1,"Owner sat on his butt watching us stand there after walking in for about 5 minutes. Finally, after seating ourselves we got our drinks 20 minutes later which included half cooked tapioca in a boba tea drink. Disgusting... Also mind you there was a family that had arrived about 15 minutes after us and was seated and served their drinks and entire meal before us.

Our orders were straight from the menu with no special requests. After getting tots with no condiments, I had to ask for ketchup and got packets in a bowl. Overall food was like to low-end fast food. Way overpriced for junk food and crappy service. Was never asked for a refill or how things were. For someone who eats out about everyday I think all the other reviews are fake because it was just gross. Understanding a 1 star is low, but it was just that bad.

Think of your high school cafeteria food being 4 stars and then reduce the stars by a factor of 3. Two of my family members couldn't take more than a few bites. Seriously a great place if you do not want to not over eat or if you want to loose a date."
Rainbow Garden,Virginia,Virginia Beach,Steven Turner,5,The Bourbon chicken was some of the best we've sampled on the eastern seaboard. Definitely going back.
China Town,New Jersey,Belleville,Felicia,2,Fried rice and chicken wings wasn't tasty
Dragon Garden,New York,Pulaski,Michael Wojcicki,4,"Ordered dieter's steamed vegetables with shrimp, garlic sauce and white rice.  I was very pleased with the quality, quantity and taste of the food."
Wongs Kitchen,Rhode Island,Providence,Don Wright,5,Great for lunch! Great food.
El Palacio Buffet,Florida,Orlando,Iveliza Rivera,5,"(Translated by Google) Extensive menu of variety from Chinese and Latin food. Perfect place to eat too much

(Original)
Menú extenso de variedad desde comida china y latina. Lugar perfecto para comer demasiado"
Imperial Garden,Massachusetts,Hanover,Carl Naylor,5,The best food I've ever had and the service was excellent I recommend you try this out it is the best on the South Shore
Hong Kong Chinese Restaurant,South Carolina,Sumter,Henry,4,Foods pretty good here.
Jin Jin Chinese Restaurant,South Carolina,Florence,Michael Thomas,4,"There is good parking, the building can be seen from the road, and the food was good."
Fortune Bowl,Virginia,Midlothian,Bridget Mills,5,"Great food. Carryout food packed nicely. Love their fried wontons, egg rolls and shrimp fried rice! Delicious!"
House of Cheung,Georgia,Augusta,Chasity Baldwin,1,Chicken wings are great but half of the time they're out of rice and they're never consistently open during their normal business hours. Some days they don't even open at all. If you luck up and find that they're there just be advised that they'll probably be out of rice.
Jin Jin Chinese Restaurant,Florida,Perry,Fantasma de amor,1,"There is a waitress in that place who treats the clients very badly, the boss is good but that waitress is called Lucy and her husband who is a fryer abuses the clients and I don't like it because of that I give a star"
Cheng's Kitchen,New Jersey,Pennington,Jayanarayana Bhat Undaru,3,A Quick stop for a chinese food.
China Wok,Florida,Naples,Javier D'Alessio,5,"(Translated by Google) Excellent Asian food 👍🏼

(Original)
Excelente comida asiática 👍🏼"
New Yung Hong Chinese Takeout,New York,Staten Island,William Behler,5,"The food is fabulous and delivery is the fastest I ever seen. Try the Huana chicken,shrimp you will not be disappointed"
New China on 88,New Jersey,Point Pleasant,Damian Fraley,5,"Best around, I ordered the hot and spicy beef and it was perfect.  I def just found my new favorite Chinese restaurant, I live in brick so if they wont deliver i def have no problem driving to pick it up, its worth the ride!!!!"
Hunan Kitchen,New Jersey,South Plainfield,Rich Romano,5,Top quality food
Hai Hong Restaurant,New York,Ithaca,J Williams,3,"It's a small, moderately pleasant Chinese restaurant that serves dim sum from a menu. The food was fine; I was unhappy with the vegetarian options."
Golden Garden Restaurant,New Jersey,Paulsboro,Edward Wheeler,5,The best Chinese food in all South Jersey
Bamboo House,Massachusetts,Wakefield,Kellie MULLOY,3,My family really likes Chinese food from his place
Ying Dynasty,Massachusetts,Mattapoisett,Jimmy James,4,Good food
LUCKY STAR,New York,Bronx,E Revis,5,It service as to deliveries is very good for is tasty
Gung Ho,Massachusetts,Ludlow,Zac Vogel,5,Always great food and great workers
Lotus Express,New York,New York,Diana Rolon,1,"In regard to Lotus Express, I will not be ordering from here again because the man who takes the orders over the phone lacks in manners and in his customer services skills. The food is not terrible but the service sure is! Never again!"
King Chef,North Carolina,Raleigh,Desire’e Nixon,5,Fav place in Raleigh for Chinese!
China Wok,Florida,Palm Bay,Jim DeGennaro,1,"Today was our second visit to this location and I still can't leave a review because they didn't open the door according to their operating hours. Same as our China wok location in Micco, I will never visit again if they don't need the business. We were pretty pleased with Panda express in a clench ."
Chatham,New York,Chatham,DaNON Flasher,4,Shrimps its big@!!
Yummy House Restaurant,Maine,Sanford,Brian Samia,5,Good food and nice restaurant
Chopstick Express,Florida,St. Petersburg,Katlyn Magnell,5,The food is always awesome!!!!!! The staff is amazing and always a great experience with delivery and pick up.
P.F. Chang's,Rhode Island,Providence,M.C. Meenagh,5,Food was very good.  Waitress was very pleasant. Went early to avoid the crowd
No 1 Halal Kitchen,New York,Queens,Daniel Cheatham,1,Horrible ordered the general toss w white meat. 5-16-19 @ around 9:30 was not sure if it was real chicken. My daughter threw up
